Index,Series,Name,Code,year10,year11,year12,year13,year14,year15,year16,year17,year18,year19
468,"Population ages 15-64, total",Pakistan,PAK,104187043.0,107101806.0,110060746.0,113060252.0,116096389.0,119164298.0,122150863.0,125175221.0,128222837.0,131288856.0
469,"Population ages 15-64, total",Panama,PAN,2335286.0,2379447.0,2424575.0,2470496.0,2516911.0,2563687.0,2610788.0,2659155.0,2707987.0,2756239.0
470,"Population ages 15-64, total",Papua New Guinea,PNG,4267875.0,4379714.0,4495726.0,4615336.0,4737277.0,4860907.0,4981498.0,5103524.0,5227378.0,5353837.0
471,"Population ages 15-64, total",Paraguay,PRY,3863941.0,3940132.0,4021452.0,4104831.0,4185138.0,4259669.0,4332277.0,4398669.0,4460877.0,4522647.0
472,"Population ages 15-64, total",Peru,PER,18487502.0,18701547.0,18933056.0,19176446.0,19425194.0,19681872.0,20207763.0,20698745.0,21151623.0,21571350.0
473,"Population ages 15-64, total",Philippines,PHL,58138731.0,59396986.0,60664608.0,61922309.0,63178605.0,64449670.0,65635165.0,66884608.0,68165589.0,69420734.0
474,"Population ages 15-64, total",Poland,POL,27128349.0,27048558.0,26941406.0,26793429.0,26602465.0,26371771.0,26152707.0,25894815.0,25606338.0,25322105.0
475,"Population ages 15-64, total",Portugal,PRT,7017376.0,6984656.0,6932379.0,6868294.0,6804022.0,6748422.0,6707573.0,6672042.0,6642139.0,6623451.0
476,"Population ages 15-64, total",Qatar,QAT,1603836.0,1754244.0,1890851.0,2008883.0,2109136.0,2195415.0,2266634.0,2323024.0,2366910.0,2403888.0
477,"Population ages 15-64, total",Romania,ROU,13880704.0,13770831.0,13677968.0,13597261.0,13503208.0,13377211.0,13230919.0,13059559.0,12877502.0,12714770.0
478,"Population ages 15-64, total",Russian Federation,RUS,102803549.0,102546469.0,102128015.0,101568410.0,100929443.0,100247192.0,99343827.0,98406200.0,97394275.0,96392551.0
479,"Population ages 15-64, total",Rwanda,RWA,5610944.0,5763753.0,5926085.0,6096535.0,6271286.0,6448492.0,6640772.0,6830837.0,7022730.0,7223330.0
480,"Population ages 15-64, total",Samoa,WSM,105478.0,106730.0,107901.0,108827.0,109397.0,109659.0,110410.0,110905.0,111555.0,112743.0
481,"Population ages 15-64, total",Sao Tome and Principe,STP,96663.0,98944.0,100996.0,102946.0,104996.0,107259.0,109690.0,112318.0,115127.0,118047.0
482,"Population ages 15-64, total",Saudi Arabia,SAU,18462082.0,19316606.0,20180982.0,21031110.0,21835325.0,22569169.0,23154558.0,23678403.0,24145688.0,24577777.0
483,"Population ages 15-64, total",Senegal,SEN,6762208.0,6949178.0,7147093.0,7354600.0,7570335.0,7794338.0,8030114.0,8278519.0,8538782.0,8810083.0
484,"Population ages 15-64, total",Serbia,SRB,4952679.0,4910997.0,4877059.0,4836941.0,4793306.0,4745329.0,4700815.0,4653380.0,4606042.0,4564308.0
485,"Population ages 15-64, total",Seychelles,SYC,62493.0,60905.0,61579.0,62760.0,63682.0,64977.0,65674.0,66220.0,66543.0,66830.0
486,"Population ages 15-64, total",Sierra Leone,SLE,3458379.0,3546429.0,3640652.0,3740275.0,3844130.0,3951598.0,4058227.0,4168178.0,4282079.0,4401019.0
487,"Population ages 15-64, total",Singapore,SGP,3997725.0,4074425.0,4167133.0,4231259.0,4286418.0,4335049.0,4370443.0,4333088.0,4299961.0,4293383.0
488,"Population ages 15-64, total",Slovak Republic,SVK,3893288.0,3887870.0,3882636.0,3871841.0,3855758.0,3834363.0,3811923.0,3784686.0,3754166.0,3725177.0
489,"Population ages 15-64, total",Slovenia,SVN,1420088.0,1414614.0,1410613.0,1405720.0,1398718.0,1389102.0,1378214.0,1365356.0,1355732.0,1351354.0
490,"Population ages 15-64, total",Solomon Islands,SLB,295123.0,303118.0,311374.0,319904.0,328789.0,338040.0,347040.0,356646.0,366640.0,376694.0
491,"Population ages 15-64, total",South Africa,ZAF,33586672.0,34106325.0,34672869.0,35259374.0,35832808.0,36377456.0,36908427.0,37415820.0,37913341.0,38423838.0
492,"Population ages 15-64, total",Spain,ESP,31743266.0,31656950.0,31516639.0,31273135.0,31037663.0,30861123.0,30830121.0,30821805.0,30865221.0,31002217.0
493,"Population ages 15-64, total",Sri Lanka,LKA,13613884.0,13659777.0,13618903.0,13661314.0,13729471.0,13805689.0,13916964.0,14039241.0,14156963.0,14216588.0
494,"Population ages 15-64, total",St. Lucia,LCA,118859.0,121031.0,122855.0,124403.0,125833.0,127187.0,128281.0,129359.0,130351.0,131163.0
495,"Population ages 15-64, total",St. Vincent and the Grenadines,VCT,71385.0,71628.0,71978.0,72404.0,72821.0,73163.0,73681.0,74248.0,74798.0,75276.0
496,"Population ages 15-64, total",Sudan,SDN,18564172.0,19068073.0,19610075.0,20186350.0,20790612.0,21416957.0,22044543.0,22696400.0,23371256.0,24068307.0
497,"Population ages 15-64, total",Suriname,SUR,340878.0,346192.0,351307.0,356276.0,361209.0,366153.0,370627.0,375172.0,379710.0,384124.0
498,"Population ages 15-64, total",Sweden,SWE,6121432.0,6140587.0,6145741.0,6147937.0,6159447.0,6183010.0,6228866.0,6287411.0,6341467.0,6390995.0
499,"Population ages 15-64, total",Switzerland,CHE,5324873.0,5375881.0,5421980.0,5469973.0,5520268.0,5566544.0,5604990.0,5637093.0,5659119.0,5678664.0
500,"Population ages 15-64, total",Tajikistan,TJK,4593410.0,4709898.0,4830247.0,4950131.0,5065390.0,5175181.0,5277119.0,5378324.0,5478148.0,5577976.0
501,"Population ages 15-64, total",Tanzania,TZA,23345453.0,24031752.0,24753898.0,25514111.0,26318920.0,27172514.0,28078281.0,29024583.0,30015326.0,31053602.0
502,"Population ages 15-64, total",Thailand,THA,48326222.0,48493776.0,48669140.0,48838167.0,48979007.0,49078487.0,49209847.0,49283767.0,49302616.0,49274172.0
503,"Population ages 15-64, total",Timor-Leste,TLS,584186.0,601483.0,618079.0,634679.0,652340.0,671441.0,691859.0,712861.0,734194.0,755459.0
504,"Population ages 15-64, total",Togo,TGO,3498698.0,3594867.0,3696456.0,3803351.0,3915330.0,4032230.0,4150527.0,4273593.0,4401800.0,4535359.0
505,"Population ages 15-64, total",Tonga,TON,59139.0,59083.0,58734.0,58314.0,58044.0,58047.0,58558.0,59418.0,60506.0,61638.0
506,"Population ages 15-64, total",Trinidad and Tobago,TTO,942740.0,945608.0,948326.0,950761.0,952821.0,954488.0,955607.0,956343.0,956843.0,957236.0
507,"Population ages 15-64, total",Tunisia,TUN,7357532.0,7436917.0,7503265.0,7559740.0,7611874.0,7663296.0,7706137.0,7755992.0,7808154.0,7856564.0
508,"Population ages 15-64, total",Turkey,TUR,47653676.0,48503480.0,49410565.0,50353211.0,51304360.0,52246676.0,53185895.0,54138362.0,55058658.0,55883565.0
509,"Population ages 15-64, total",Turkmenistan,TKM,3375066.0,3445476.0,3500856.0,3546356.0,3592390.0,3644214.0,3681337.0,3731670.0,3788518.0,3841521.0
510,"Population ages 15-64, total",Uganda,UGA,15901551.0,16468498.0,17068075.0,17709557.0,18405460.0,19162280.0,19993004.0,20896060.0,21846708.0,22815409.0
511,"Population ages 15-64, total",Ukraine,UKR,32185923.0,31986098.0,31831484.0,31674445.0,31410583.0,31186380.0,30905273.0,30581925.0,30233050.0,29896456.0
512,"Population ages 15-64, total",United Arab Emirates,ARE,7366517.0,7679368.0,7826617.0,7855947.0,7847461.0,7864453.0,7921959.0,8012980.0,8120011.0,8220025.0
513,"Population ages 15-64, total",United Kingdom,GBR,41384859.0,41523732.0,41622578.0,41706559.0,41823572.0,41980393.0,42156712.0,42326458.0,42485474.0,42638638.0
514,"Population ages 15-64, total",United States,USA,206672064.0,207902846.0,209090854.0,210110037.0,211141263.0,212115566.0,213043139.0,213677110.0,214024458.0,214205997.0
515,"Population ages 15-64, total",Uruguay,URY,2143085.0,2155409.0,2166598.0,2177012.0,2187514.0,2198419.0,2207436.0,2217418.0,2227465.0,2236302.0
516,"Population ages 15-64, total",Uzbekistan,UZB,18953212.0,19578460.0,19980914.0,20389210.0,20787251.0,21153834.0,21487722.0,21770618.0,22045919.0,22366854.0
517,"Population ages 15-64, total",Vanuatu,VUT,136723.0,140049.0,144096.0,148207.0,151869.0,155094.0,159758.0,164059.0,168322.0,172952.0
519,"Population ages 15-64, total",Vietnam,VNM,61474297.0,62383724.0,63211882.0,63945704.0,64593193.0,65162936.0,65677847.0,66098814.0,66454455.0,66783128.0
520,"Population ages 15-64, total",Zambia,ZMB,6888491.0,7122639.0,7372153.0,7637361.0,7919603.0,8218966.0,8523879.0,8848789.0,9190193.0,9541753.0
521,"Population ages 15-64, total",Zimbabwe,ZWE,7024165.0,7114894.0,7215013.0,7321283.0,7430927.0,7543272.0,7642765.0,7759792.0,7892169.0,8034692.0
522,"Population ages 65 and above, total",Afghanistan,AFG,679477.0,709103.0,743602.0,780991.0,818110.0,852997.0,891625.0,927094.0,960867.0,995094.0
523,"Population ages 65 and above, total",Algeria,DZA,1963004.0,2019534.0,2080797.0,2149858.0,2231542.0,2329507.0,2436320.0,2556694.0,2686781.0,2821171.0
524,"Population ages 65 and above, total",Angola,AGO,551384.0,568563.0,586522.0,604290.0,620481.0,634610.0,652134.0,667656.0,682860.0,699947.0
525,"Population ages 65 and above, total",Antigua and Barbuda,ATG,6477.0,6672.0,6888.0,7124.0,7369.0,7632.0,7902.0,8183.0,8473.0,8794.0
526,"Population ages 65 and above, total",Argentina,ARG,4158393.0,4248699.0,4340684.0,4434407.0,4529965.0,4627549.0,4733904.0,4840396.0,4946805.0,5052508.0
527,"Population ages 65 and above, total",Armenia,ARM,316327.0,312532.0,311823.0,313315.0,315685.0,318225.0,322351.0,326773.0,332184.0,339656.0
528,"Population ages 65 and above, total",Australia,AUS,2947089.0,3045014.0,3166837.0,3296373.0,3419308.0,3537773.0,3662774.0,3789676.0,3911408.0,4038531.0
529,"Population ages 65 and above, total",Austria,AUT,1488551.0,1514952.0,1540538.0,1566476.0,1594717.0,1628326.0,1652029.0,1667717.0,1679837.0,1693899.0
530,"Population ages 65 and above, total",Azerbaijan,AZE,534050.0,533749.0,534181.0,536444.0,542462.0,553537.0,569419.0,590226.0,615787.0,646204.0
531,"Population ages 65 and above, total","Bahamas, The",BHS,21700.0,22342.0,22970.0,23618.0,24299.0,25042.0,25983.0,26954.0,27988.0,29146.0
532,"Population ages 65 and above, total",Bahrain,BHR,25807.0,27389.0,28623.0,29633.0,30661.0,31885.0,33399.0,35444.0,38080.0,41338.0
533,"Population ages 65 and above, total",Bangladesh,BGD,7042041.0,7263483.0,7476470.0,7673014.0,7840576.0,7974315.0,8113096.0,8222961.0,8324441.0,8446365.0
534,"Population ages 65 and above, total",Barbados,BRB,37385.0,38104.0,38920.0,39836.0,40837.0,41902.0,42989.0,44111.0,45297.0,46586.0
535,"Population ages 65 and above, total",Belarus,BLR,1324337.0,1320461.0,1322879.0,1330832.0,1341970.0,1355092.0,1365082.0,1378659.0,1401202.0,1431882.0
536,"Population ages 65 and above, total",Belgium,BEL,1888644.0,1924385.0,1954045.0,1984942.0,2015071.0,2045400.0,2081793.0,2113968.0,2147000.0,2183661.0
537,"Population ages 65 and above, total",Belize,BLZ,13153.0,13633.0,14147.0,14692.0,15290.0,15942.0,16617.0,17345.0,18144.0,19000.0
538,"Population ages 65 and above, total",Benin,BEN,297126.0,306226.0,314861.0,323348.0,332090.0,341362.0,351768.0,362518.0,373678.0,385294.0
539,"Population ages 65 and above, total",Bhutan,BTN,35240.0,36561.0,37913.0,39267.0,40570.0,41804.0,43043.0,44174.0,45286.0,46495.0
540,"Population ages 65 and above, total",Bolivia,BOL,614689.0,637569.0,660866.0,684685.0,709149.0,734374.0,761265.0,788635.0,816512.0,844904.0
541,"Population ages 65 and above, total",Bosnia and Herzegovina,BIH,517271.0,513079.0,508937.0,504214.0,499495.0,496591.0,510596.0,527858.0,547462.0,567810.0
542,"Population ages 65 and above, total",Botswana,BWA,65909.0,68991.0,71812.0,74601.0,77713.0,81363.0,85470.0,90118.0,95209.0,100577.0
543,"Population ages 65 and above, total",Brazil,BRA,13349254.0,13887044.0,14453960.0,15055724.0,15697744.0,16384411.0,17115012.0,17885123.0,18690608.0,19525474.0
544,"Population ages 65 and above, total",Brunei Darussalam,BRN,13174.0,13717.0,14333.0,15037.0,15883.0,16903.0,18054.0,19389.0,20904.0,22570.0
545,"Population ages 65 and above, total",Bulgaria,BGR,1337026.0,1352979.0,1374543.0,1398483.0,1420363.0,1436950.0,1456167.0,1468797.0,1476797.0,1482556.0
546,"Population ages 65 and above, total",Burkina Faso,BFA,385123.0,395809.0,406148.0,416228.0,426159.0,436081.0,449327.0,462294.0,475414.0,489194.0
547,"Population ages 65 and above, total",Burundi,BDI,187468.0,191511.0,195194.0,199308.0,204994.0,212939.0,223950.0,236761.0,251104.0,266598.0
548,"Population ages 65 and above, total",Cabo Verde,CPV,26234.0,25651.0,24956.0,24282.0,23813.0,23670.0,23865.0,24362.0,25064.0,25838.0
549,"Population ages 65 and above, total",Cambodia,KHM,534326.0,552092.0,570677.0,590744.0,613388.0,639356.0,671273.0,706149.0,742401.0,777797.0
550,"Population ages 65 and above, total",Cameroon,CMR,578426.0,590941.0,602703.0,613929.0,624914.0,635892.0,653576.0,670997.0,688121.0,704782.0
551,"Population ages 65 and above, total",Canada,CAN,4812933.0,4962451.0,5139058.0,5333257.0,5536520.0,5731614.0,5941820.0,6155138.0,6387074.0,6634442.0
552,"Population ages 65 and above, total",Central African Republic,CAF,132676.0,132934.0,132144.0,130654.0,128920.0,127202.0,128556.0,130141.0,131861.0,133567.0
553,"Population ages 65 and above, total",Chad,TCD,305309.0,312895.0,320083.0,327391.0,335544.0,344972.0,357322.0,370421.0,383928.0,397339.0
554,"Population ages 65 and above, total",Chile,CHL,1597403.0,1648754.0,1702656.0,1761247.0,1827678.0,1904104.0,1980850.0,2067192.0,2159436.0,2251794.0
555,"Population ages 65 and above, total",China,CHN,108012365.0,111088511.0,114473856.0,118315346.0,123006419.0,128766192.0,136039935.0,144440124.0,153193786.0,161499224.0
556,"Population ages 65 and above, total",Colombia,COL,2978556.0,3094758.0,3214997.0,3344365.0,3490010.0,3656570.0,3823311.0,4010161.0,4210288.0,4412670.0
557,"Population ages 65 and above, total",Comoros,COM,20346.0,20774.0,21155.0,21528.0,21961.0,22493.0,23265.0,24115.0,25028.0,25998.0
558,"Population ages 65 and above, total","Congo, Dem. Rep.",COD,1931142.0,2003937.0,2077958.0,2152599.0,2226948.0,2300848.0,2379777.0,2458051.0,2537041.0,2618419.0
559,"Population ages 65 and above, total","Congo, Rep.",COG,107818.0,111365.0,114701.0,117946.0,121252.0,124749.0,129788.0,135084.0,140639.0,146426.0
560,"Population ages 65 and above, total",Costa Rica,CRI,334218.0,349357.0,365962.0,383730.0,402137.0,420942.0,439248.0,457896.0,477439.0,498721.0
561,"Population ages 65 and above, total",Cote d'Ivoire,CIV,586914.0,601435.0,613814.0,625192.0,637105.0,650354.0,671883.0,694160.0,716715.0,738867.0
562,"Population ages 65 and above, total",Croatia,HRV,754287.0,764290.0,776747.0,789917.0,801330.0,809021.0,818827.0,825830.0,835777.0,848017.0
563,"Population ages 65 and above, total",Cuba,CUB,1407781.0,1442741.0,1477125.0,1512224.0,1549773.0,1590738.0,1630947.0,1675724.0,1721835.0,1764052.0
564,"Population ages 65 and above, total",Cyprus,CYP,127034.0,131239.0,135525.0,139922.0,144425.0,148989.0,153573.0,158259.0,163156.0,168379.0
565,"Population ages 65 and above, total",Czech Republic,CZE,1617276.0,1669592.0,1725821.0,1783049.0,1840978.0,1897761.0,1957049.0,2012594.0,2064425.0,2113110.0
566,"Population ages 65 and above, total",Denmark,DNK,924671.0,948795.0,977951.0,1012174.0,1048019.0,1082558.0,1112520.0,1133366.0,1147890.0,1160864.0
567,"Population ages 65 and above, total",Djibouti,DJI,32129.0,33559.0,35054.0,36575.0,38044.0,39440.0,40772.0,42074.0,43416.0,44872.0
568,"Population ages 65 and above, total",Dominican Republic,DOM,567336.0,585537.0,604515.0,624558.0,646050.0,669309.0,695524.0,723300.0,752701.0,783771.0
569,"Population ages 65 and above, total",Ecuador,ECU,900021.0,930056.0,959693.0,991142.0,1027424.0,1070391.0,1115427.0,1166774.0,1222777.0,1280821.0
570,"Population ages 65 and above, total","Egypt, Arab Rep.",EGY,3966714.0,4099977.0,4251711.0,4412500.0,4569525.0,4716615.0,4860813.0,5003376.0,5147337.0,5296809.0
571,"Population ages 65 and above, total",El Salvador,SLV,437404.0,447483.0,457630.0,468043.0,478961.0,490601.0,503817.0,517739.0,532093.0,546589.0
572,"Population ages 65 and above, total",Equatorial Guinea,GNQ,27240.0,27737.0,28160.0,28565.0,29039.0,29629.0,30481.0,31345.0,32173.0,32876.0
573,"Population ages 65 and above, total",Estonia,EST,233328.0,235436.0,237884.0,240674.0,243774.0,247586.0,250765.0,254429.0,259456.0,265271.0
574,"Population ages 65 and above, total",Eswatini,SWZ,39053.0,40077.0,41103.0,42080.0,42935.0,43625.0,44431.0,45081.0,45617.0,46095.0
575,"Population ages 65 and above, total",Ethiopia,ETH,2893410.0,3006445.0,3123788.0,3243853.0,3363804.0,3482261.0,3598126.0,3711049.0,3824092.0,3941462.0
576,"Population ages 65 and above, total",Fiji,FJI,41432.0,42391.0,43035.0,43366.0,43403.0,43195.0,44822.0,46436.0,48147.0,50053.0
577,"Population ages 65 and above, total",Finland,FIN,924082.0,955510.0,993130.0,1033991.0,1073673.0,1109297.0,1142526.0,1172079.0,1198015.0,1222519.0
578,"Population ages 65 and above, total",France,FRA,10958455.0,11196672.0,11501591.0,11859164.0,12225198.0,12565056.0,12867160.0,13162103.0,13443620.0,13712978.0
579,"Population ages 65 and above, total",Gabon,GAB,66456.0,67392.0,68349.0,69250.0,70022.0,70635.0,72401.0,74016.0,75529.0,77012.0
580,"Population ages 65 and above, total","Gambia, The",GMB,47667.0,49339.0,51000.0,52599.0,54058.0,55351.0,56717.0,57935.0,59054.0,60123.0
581,"Population ages 65 and above, total",Georgia,GEO,539258.0,533092.0,528872.0,528326.0,530648.0,534537.0,540417.0,547030.0,553970.0,560296.0
582,"Population ages 65 and above, total",Germany,DEU,16807408.0,16621297.0,16748669.0,16884431.0,17058285.0,17332748.0,17530969.0,17665031.0,17793207.0,17917329.0
583,"Population ages 65 and above, total",Ghana,GHA,703246.0,729546.0,757341.0,785457.0,812067.0,836532.0,863201.0,888148.0,913522.0,942139.0
584,"Population ages 65 and above, total",Greece,GRC,2129940.0,2154021.0,2178520.0,2204213.0,2230470.0,2253017.0,2276958.0,2301432.0,2324235.0,2352473.0
585,"Population ages 65 and above, total",Grenada,GRD,10405.0,10399.0,10422.0,10456.0,10485.0,10505.0,10589.0,10648.0,10724.0,10839.0
586,"Population ages 65 and above, total",Guatemala,GTM,611811.0,627978.0,643482.0,659813.0,678877.0,701673.0,726848.0,755517.0,786627.0,818410.0
587,"Population ages 65 and above, total",Guinea,GIN,310143.0,314301.0,317162.0,319783.0,323542.0,329213.0,339232.0,350781.0,363245.0,375718.0
588,"Population ages 65 and above, total",Guinea-Bissau,GNB,41211.0,42212.0,43095.0,43979.0,45052.0,46408.0,48444.0,50668.0,52925.0,55001.0
589,"Population ages 65 and above, total",Guyana,GUY,34603.0,36110.0,37913.0,39918.0,41996.0,44072.0,46073.0,48119.0,50248.0,52537.0
590,"Population ages 65 and above, total",Haiti,HTI,445712.0,456298.0,465411.0,474158.0,484067.0,496018.0,512696.0,531045.0,550531.0,570325.0
591,"Population ages 65 and above, total",Honduras,HND,331149.0,341740.0,353025.0,365380.0,379191.0,394703.0,411671.0,430041.0,449714.0,470561.0
592,"Population ages 65 and above, total",Hungary,HUN,1609244.0,1630510.0,1645030.0,1663942.0,1687922.0,1719459.0,1766754.0,1818395.0,1872776.0,1924373.0
593,"Population ages 65 and above, total",Iceland,ISL,38181.0,39125.0,40339.0,41875.0,43596.0,45368.0,47189.0,49537.0,52185.0,54777.0
594,"Population ages 65 and above, total",India,IND,62720364.0,64691813.0,66652045.0,68704153.0,70980727.0,73560283.0,76733326.0,80094549.0,83592693.0,87149088.0
595,"Population ages 65 and above, total",Indonesia,IDN,12001058.0,12363974.0,12714683.0,13073939.0,13467145.0,13909895.0,14449254.0,15037331.0,15677907.0,16373666.0
596,"Population ages 65 and above, total",Iran,IRN,3797043.0,3921964.0,4057088.0,4205139.0,4370899.0,4558586.0,4705867.0,4871658.0,5058994.0,5272098.0
597,"Population ages 65 and above, total",Iraq,IRQ,998957.0,1013386.0,1026655.0,1042602.0,1067372.0,1104031.0,1153572.0,1213458.0,1277379.0,1335956.0
598,"Population ages 65 and above, total",Ireland,IRL,502068.0,518166.0,536091.0,556050.0,577905.0,601431.0,625212.0,649317.0,674892.0,701803.0
599,"Population ages 65 and above, total",Israel,ISR,796566.0,818069.0,843745.0,873323.0,905925.0,940774.0,980274.0,1021673.0,1063892.0,1105373.0
