Index,Series,Name,Code,year10,year11,year12,year13,year14,year15,year16,year17,year18,year19
611,"Population ages 65 and above, total",Latvia,LVA,381307.0,380748.0,381722.0,382896.0,384303.0,385986.0,385634.0,385212.0,386275.0,389205.0
612,"Population ages 65 and above, total",Lebanon,LBN,314922.0,327470.0,346361.0,368866.0,391810.0,413343.0,437769.0,460051.0,480321.0,498636.0
613,"Population ages 65 and above, total",Lesotho,LSO,93475.0,94588.0,95747.0,96891.0,97947.0,98863.0,100414.0,101913.0,103331.0,104687.0
614,"Population ages 65 and above, total",Liberia,LBR,130062.0,133229.0,135495.0,137343.0,139401.0,142053.0,146615.0,151539.0,156782.0,162227.0
615,"Population ages 65 and above, total",Lithuania,LTU,534941.0,531897.0,533199.0,535996.0,539593.0,542799.0,544059.0,545909.0,552045.0,563254.0
616,"Population ages 65 and above, total",Luxembourg,LUX,70938.0,72339.0,74012.0,75759.0,77668.0,79712.0,81728.0,84123.0,86226.0,88505.0
617,"Population ages 65 and above, total",Madagascar,MDG,599390.0,614363.0,629112.0,645019.0,663880.0,686807.0,716522.0,749263.0,784381.0,820963.0
618,"Population ages 65 and above, total",Malawi,MWI,386159.0,397497.0,409482.0,421395.0,432182.0,441411.0,455506.0,468086.0,479967.0,492176.0
619,"Population ages 65 and above, total",Malaysia,MYS,1392960.0,1465345.0,1544042.0,1628411.0,1716914.0,1808864.0,1903401.0,2001259.0,2103473.0,2211172.0
620,"Population ages 65 and above, total",Maldives,MDV,16660.0,16801.0,16984.0,17215.0,17517.0,17919.0,18349.0,18756.0,19098.0,19332.0
621,"Population ages 65 and above, total",Mali,MLI,412983.0,420351.0,425749.0,430209.0,435146.0,441369.0,453071.0,465572.0,478323.0,490493.0
622,"Population ages 65 and above, total",Malta,MLT,65043.0,67516.0,70740.0,74639.0,79042.0,83631.0,88244.0,93072.0,98619.0,104931.0
623,"Population ages 65 and above, total",Mauritania,MRT,110072.0,113158.0,116251.0,119401.0,122663.0,126091.0,130032.0,134075.0,138313.0,142842.0
625,"Population ages 65 and above, total",Mexico,MEX,7008938.0,7224263.0,7439162.0,7664067.0,7913102.0,8194622.0,8477098.0,8785285.0,9115625.0,9461844.0
626,"Population ages 65 and above, total","Micronesia, Fed. Sts.",FSM,3312.0,3330.0,3390.0,3488.0,3609.0,3748.0,3991.0,4243.0,4502.0,4772.0
627,"Population ages 65 and above, total",Moldova,MDA,290324.0,290039.0,288251.0,285734.0,284626.0,284841.0,291874.0,300566.0,310620.0,320147.0
628,"Population ages 65 and above, total",Mongolia,MNG,103485.0,105863.0,108072.0,110307.0,112840.0,115870.0,119835.0,124359.0,129457.0,135113.0
629,"Population ages 65 and above, total",Morocco,MAR,1987071.0,2023302.0,2055473.0,2090841.0,2140272.0,2210380.0,2296574.0,2402926.0,2526686.0,2662605.0
630,"Population ages 65 and above, total",Mozambique,MOZ,709301.0,726778.0,742858.0,757694.0,771451.0,784202.0,807477.0,830344.0,852660.0,874070.0
631,"Population ages 65 and above, total",Myanmar,MMR,2431547.0,2480143.0,2526747.0,2577735.0,2641608.0,2722811.0,2839501.0,2968633.0,3106834.0,3249051.0
632,"Population ages 65 and above, total",Namibia,NAM,87333.0,87429.0,87344.0,87133.0,86865.0,86608.0,87353.0,88150.0,89021.0,90004.0
633,"Population ages 65 and above, total",Nepal,NPL,1353906.0,1390025.0,1416282.0,1438206.0,1463371.0,1496783.0,1526862.0,1565305.0,1609230.0,1654318.0
634,"Population ages 65 and above, total",Netherlands,NLD,2564997.0,2652355.0,2746810.0,2844150.0,2941518.0,3035666.0,3128752.0,3219336.0,3307816.0,3400518.0
635,"Population ages 65 and above, total",New Zealand,NZL,567886.0,582587.0,599185.0,619291.0,645832.0,675146.0,707108.0,737898.0,767063.0,796387.0
636,"Population ages 65 and above, total",Nicaragua,NIC,263671.0,269234.0,273962.0,278970.0,285866.0,295622.0,307876.0,322581.0,339277.0,357253.0
637,"Population ages 65 and above, total",Niger,NER,412137.0,431673.0,451728.0,472342.0,493486.0,515135.0,537242.0,559666.0,582393.0,605312.0
638,"Population ages 65 and above, total",Nigeria,NGA,4340382.0,4483154.0,4615744.0,4738445.0,4851221.0,4955102.0,5106477.0,5247365.0,5381416.0,5512599.0
639,"Population ages 65 and above, total",North Macedonia,MKD,238315.0,242021.0,245341.0,248922.0,253460.0,259196.0,266500.0,274868.0,283823.0,292511.0
640,"Population ages 65 and above, total",Norway,NOR,727879.0,748430.0,773060.0,799099.0,824015.0,845900.0,868628.0,888376.0,905640.0,923724.0
641,"Population ages 65 and above, total",Oman,OMN,81772.0,83935.0,86596.0,89684.0,93253.0,97273.0,103311.0,109403.0,115559.0,121817.0
642,"Population ages 65 and above, total",Pakistan,PAK,7603504.0,7817836.0,8023642.0,8221773.0,8411713.0,8595259.0,8787702.0,8968733.0,9152927.0,9360836.0
643,"Population ages 65 and above, total",Panama,PAN,246263.0,255877.0,265897.0,276470.0,287756.0,299910.0,311983.0,324842.0,338524.0,353042.0
644,"Population ages 65 and above, total",Papua New Guinea,PNG,242546.0,246723.0,250438.0,254136.0,258355.0,263466.0,274081.0,285140.0,296511.0,307991.0
645,"Population ages 65 and above, total",Paraguay,PRY,326266.0,337670.0,349975.0,363311.0,377743.0,393365.0,410526.0,428574.0,447290.0,466413.0
646,"Population ages 65 and above, total",Peru,PER,1804260.0,1872433.0,1946993.0,2030068.0,2124331.0,2232165.0,2337308.0,2456052.0,2587417.0,2728759.0
647,"Population ages 65 and above, total",Philippines,PHL,3887446.0,4032010.0,4185710.0,4347506.0,4518017.0,4699395.0,4937464.0,5192489.0,5463291.0,5746394.0
648,"Population ages 65 and above, total",Poland,POL,5125363.0,5244399.0,5400068.0,5582478.0,5777373.0,5975826.0,6203438.0,6429630.0,6652347.0,6878166.0
649,"Population ages 65 and above, total",Portugal,PRT,1973228.0,2010426.0,2045341.0,2079192.0,2113673.0,2150538.0,2185032.0,2220508.0,2257696.0,2299668.0
650,"Population ages 65 and above, total",Qatar,QAT,13265.0,15229.0,17548.0,20120.0,22820.0,25619.0,29433.0,33572.0,38111.0,43137.0
651,"Population ages 65 and above, total",Romania,ROU,3172122.0,3188250.0,3218078.0,3261097.0,3310855.0,3361804.0,3432472.0,3502800.0,3571273.0,3639945.0
652,"Population ages 65 and above, total",Russian Federation,RUS,18722377.0,18731619.0,18816495.0,18978651.0,19217775.0,19530711.0,20040465.0,20610025.0,21201704.0,21796862.0
653,"Population ages 65 and above, total",Rwanda,RWA,258117.0,266107.0,274192.0,282989.0,293318.0,305704.0,322737.0,341429.0,361456.0,382376.0
654,"Population ages 65 and above, total",Samoa,WSM,9233.0,9219.0,9150.0,9027.0,8875.0,8721.0,8933.0,9159.0,9415.0,9723.0
655,"Population ages 65 and above, total",Sao Tome and Principe,STP,5416.0,5484.0,5549.0,5609.0,5672.0,5742.0,5880.0,6021.0,6174.0,6366.0
656,"Population ages 65 and above, total",Saudi Arabia,SAU,814263.0,835343.0,857154.0,882514.0,915364.0,958100.0,1007798.0,1061732.0,1116939.0,1169546.0
657,"Population ages 65 and above, total",Senegal,SEN,400058.0,409211.0,417750.0,426281.0,435620.0,446315.0,459585.0,474071.0,489395.0,504939.0
658,"Population ages 65 and above, total",Serbia,SRB,1074779.0,1088648.0,1111804.0,1139736.0,1170766.0,1203142.0,1229783.0,1256365.0,1281014.0,1301572.0
659,"Population ages 65 and above, total",Seychelles,SYC,6799.0,6582.0,6567.0,6593.0,6633.0,6764.0,6923.0,7120.0,7349.0,7620.0
660,"Population ages 65 and above, total",Sierra Leone,SLE,196101.0,200707.0,204913.0,208652.0,211783.0,214282.0,219124.0,223293.0,226946.0,230313.0
661,"Population ages 65 and above, total",Singapore,SGP,368577.0,396310.0,427350.0,453757.0,477015.0,500765.0,547747.0,593771.0,646383.0,706851.0
662,"Population ages 65 and above, total",Slovak Republic,SVK,671359.0,686464.0,702778.0,720154.0,739703.0,761885.0,790079.0,820292.0,851289.0,882065.0
663,"Population ages 65 and above, total",Slovenia,SVN,341888.0,346947.0,351892.0,357124.0,363570.0,371710.0,381636.0,393096.0,406626.0,421567.0
664,"Population ages 65 and above, total",Solomon Islands,SLB,17626.0,18359.0,19084.0,19802.0,20522.0,21246.0,21975.0,22722.0,23496.0,24320.0
665,"Population ages 65 and above, total",South Africa,ZAF,2433350.0,2496022.0,2559643.0,2626977.0,2701548.0,2785620.0,2879079.0,2975441.0,3073409.0,3171080.0
666,"Population ages 65 and above, total",Spain,ESP,7943308.0,8100069.0,8252073.0,8382695.0,8514962.0,8660491.0,8790387.0,8920670.0,9068706.0,9260711.0
667,"Population ages 65 and above, total",Sri Lanka,LKA,1505774.0,1587245.0,1668773.0,1766763.0,1868862.0,1969483.0,2071208.0,2170903.0,2269547.0,2363185.0
668,"Population ages 65 and above, total",St. Lucia,LCA,14817.0,15157.0,15502.0,15839.0,16184.0,16539.0,16950.0,17380.0,17837.0,18344.0
669,"Population ages 65 and above, total",St. Vincent and the Grenadines,VCT,8907.0,9042.0,9236.0,9480.0,9766.0,10086.0,10217.0,10381.0,10569.0,10772.0
670,"Population ages 65 and above, total",Sudan,SDN,1128409.0,1167168.0,1207497.0,1249636.0,1293692.0,1339744.0,1390485.0,1442838.0,1496980.0,1552972.0
671,"Population ages 65 and above, total",Suriname,SUR,32669.0,33489.0,34345.0,35222.0,36098.0,36954.0,37891.0,38822.0,39780.0,40783.0
672,"Population ages 65 and above, total",Sweden,SWE,1708560.0,1748228.0,1790571.0,1835602.0,1880529.0,1921475.0,1968759.0,2010676.0,2044763.0,2076188.0
673,"Population ages 65 and above, total",Switzerland,CHE,1321734.0,1353000.0,1385872.0,1421469.0,1457616.0,1490610.0,1526368.0,1557747.0,1585642.0,1615411.0
674,"Population ages 65 and above, total",Tajikistan,TJK,248416.0,246410.0,245578.0,245794.0,246889.0,248962.0,256364.0,264873.0,275017.0,287643.0
675,"Population ages 65 and above, total",Tanzania,TZA,1100295.0,1140896.0,1182899.0,1225331.0,1266746.0,1306567.0,1360028.0,1412238.0,1464881.0,1520057.0
676,"Population ages 65 and above, total",Thailand,THA,5978274.0,6204845.0,6446327.0,6705336.0,6984424.0,7285135.0,7591023.0,7915502.0,8262606.0,8637924.0
677,"Population ages 65 and above, total",Timor-Leste,TLS,44212.0,46032.0,47902.0,49705.0,51265.0,52491.0,53529.0,54201.0,54732.0,55430.0
678,"Population ages 65 and above, total",Togo,TGO,175334.0,181416.0,187418.0,193375.0,199298.0,205235.0,212418.0,219424.0,226375.0,233366.0
679,"Population ages 65 and above, total",Tonga,TON,5945.0,5961.0,5960.0,5952.0,5969.0,6042.0,6042.0,6084.0,6144.0,6209.0
680,"Population ages 65 and above, total",Trinidad and Tobago,TTO,110181.0,114248.0,118476.0,122903.0,127566.0,132478.0,137877.0,143452.0,149199.0,155096.0
681,"Population ages 65 and above, total",Tunisia,TUN,796175.0,805053.0,812593.0,821462.0,835479.0,856944.0,885038.0,920659.0,961725.0,1004982.0
682,"Population ages 65 and above, total",Turkey,TUR,5215983.0,5377187.0,5549905.0,5738124.0,5946922.0,6179373.0,6426150.0,6696740.0,6985085.0,7280304.0
683,"Population ages 65 and above, total",Turkmenistan,TKM,210534.0,211953.0,213713.0,216335.0,220562.0,226767.0,235423.0,246284.0,258998.0,272886.0
684,"Population ages 65 and above, total",Uganda,UGA,606794.0,627658.0,648524.0,670209.0,693745.0,719722.0,753642.0,790524.0,829365.0,868813.0
685,"Population ages 65 and above, total",Ukraine,UKR,7205121.0,7156728.0,7124097.0,7102348.0,7074135.0,7075372.0,7153077.0,7242571.0,7333571.0,7414711.0
686,"Population ages 65 and above, total",United Arab Emirates,ARE,58618.0,66386.0,73369.0,79088.0,83361.0,86457.0,92392.0,98162.0,104496.0,113001.0
687,"Population ages 65 and above, total",United Kingdom,GBR,10400226.0,10632623.0,10896649.0,11177472.0,11452714.0,11704126.0,11913999.0,12082915.0,12225956.0,12370532.0
688,"Population ages 65 and above, total",United States,USA,40156146.0,41285628.0,42566306.0,43948276.0,45426405.0,46965441.0,48569570.0,50131771.0,51665452.0,53220992.0
689,"Population ages 65 and above, total",Uruguay,URY,470350.0,475171.0,479763.0,484337.0,489100.0,494164.0,499627.0,505195.0,510996.0,517226.0
690,"Population ages 65 and above, total",Uzbekistan,UZB,1287436.0,1285490.0,1266588.0,1253082.0,1253015.0,1270308.0,1319021.0,1381296.0,1456375.0,1543090.0
691,"Population ages 65 and above, total",Vanuatu,VUT,9222.0,9357.0,9476.0,9646.0,9864.0,10099.0,10311.0,10489.0,10654.0,10844.0
693,"Population ages 65 and above, total",Vietnam,VNM,5709096.0,5760106.0,5816795.0,5892657.0,6006759.0,6170772.0,6390671.0,6651398.0,6950948.0,7286432.0
694,"Population ages 65 and above, total",Zambia,ZMB,283345.0,291845.0,300468.0,309163.0,317878.0,326594.0,338839.0,351365.0,364330.0,377817.0
695,"Population ages 65 and above, total",Zimbabwe,ZWE,390063.0,391886.0,391853.0,391043.0,391098.0,392915.0,401517.0,412319.0,424432.0,436524.0
696,"Population ages 00-14, total",Afghanistan,AFG,14061038.0,14366484.0,14673818.0,14968789.0,15230632.0,15443806.0,15664814.0,15855058.0,16017446.0,16157198.0
697,"Population ages 00-14, total",Algeria,DZA,9815649.0,10072051.0,10343599.0,10647526.0,11001501.0,11404929.0,11814428.0,12267582.0,12731309.0,13152871.0
698,"Population ages 00-14, total",Angola,AGO,10987155.0,11418718.0,11849941.0,12280862.0,12710363.0,13136045.0,13571355.0,13999872.0,14421730.0,14837599.0
699,"Population ages 00-14, total",Antigua and Barbuda,ATG,21426.0,21453.0,21391.0,21285.0,21190.0,21123.0,21179.0,21215.0,21260.0,21321.0
700,"Population ages 00-14, total",Argentina,ARG,10619665.0,10654653.0,10705359.0,10765954.0,10824454.0,10874071.0,10932227.0,10978949.0,11017254.0,11052913.0
701,"Population ages 00-14, total",Armenia,ARM,559945.0,559194.0,562689.0,569814.0,578629.0,587453.0,594870.0,602339.0,609045.0,614200.0
702,"Population ages 00-14, total",Australia,AUS,4193157.0,4252616.0,4316146.0,4375969.0,4432970.0,4498208.0,4584735.0,4690354.0,4794332.0,4889361.0
703,"Population ages 00-14, total",Austria,AUT,1230814.0,1218637.0,1211102.0,1208730.0,1211372.0,1220347.0,1238043.0,1251975.0,1264013.0,1275321.0
704,"Population ages 00-14, total",Azerbaijan,AZE,2067587.0,2073578.0,2095964.0,2130775.0,2169867.0,2207180.0,2257698.0,2294774.0,2322882.0,2349884.0
705,"Population ages 00-14, total","Bahamas, The",BHS,95420.0,94993.0,93956.0,92505.0,91023.0,89772.0,88256.0,87322.0,86710.0,85982.0
706,"Population ages 00-14, total",Bahrain,BHR,252039.0,260175.0,265255.0,269740.0,276233.0,286027.0,290718.0,296447.0,302185.0,307205.0
707,"Population ages 00-14, total",Bangladesh,BGD,47204866.0,46901167.0,46623244.0,46353532.0,46065580.0,45748820.0,45423270.0,45070552.0,44711068.0,44371981.0
708,"Population ages 00-14, total",Barbados,BRB,55701.0,55086.0,54453.0,53762.0,52990.0,52165.0,51306.0,50491.0,49712.0,48938.0
709,"Population ages 00-14, total",Belarus,BLR,1412685.0,1425552.0,1446463.0,1474473.0,1506054.0,1538708.0,1563787.0,1580397.0,1591940.0,1604780.0
710,"Population ages 00-14, total",Belgium,BEL,1839474.0,1867534.0,1881300.0,1892011.0,1902944.0,1917082.0,1928234.0,1937926.0,1948932.0,1959814.0
711,"Population ages 00-14, total",Belize,BLZ,114838.0,115181.0,115555.0,115848.0,115961.0,115867.0,116133.0,116128.0,115993.0,115951.0
712,"Population ages 00-14, total",Benin,BEN,4033506.0,4138619.0,4242294.0,4345221.0,4448213.0,4551586.0,4660441.0,4768295.0,4875131.0,4980737.0
713,"Population ages 00-14, total",Bhutan,BTN,213689.0,210443.0,207249.0,204227.0,201538.0,199286.0,197014.0,195482.0,194418.0,193370.0
714,"Population ages 00-14, total",Bolivia,BOL,3465712.0,3480012.0,3494266.0,3507204.0,3516847.0,3522332.0,3528357.0,3529623.0,3527823.0,3525918.0
715,"Population ages 00-14, total",Bosnia and Herzegovina,BIH,583133.0,575948.0,561732.0,544352.0,530339.0,522688.0,505271.0,495883.0,490819.0,485041.0
716,"Population ages 00-14, total",Botswana,BWA,694859.0,703051.0,711303.0,720000.0,729563.0,740482.0,749805.0,759403.0,768929.0,777845.0
717,"Population ages 00-14, total",Brazil,BRA,48582701.0,48025330.0,47469180.0,46912941.0,46366981.0,45844250.0,45457971.0,45066347.0,44688335.0,44339802.0
718,"Population ages 00-14, total",Brunei Darussalam,BRN,100886.0,100265.0,100158.0,100300.0,100300.0,99948.0,100261.0,99736.0,98774.0,97996.0
719,"Population ages 00-14, total",Bulgaria,BGR,998134.0,1003998.0,1008330.0,1012555.0,1018130.0,1024567.0,1020446.0,1022102.0,1025337.0,1024417.0
720,"Population ages 00-14, total",Burkina Faso,BFA,7213252.0,7426964.0,7636329.0,7842964.0,8048640.0,8253721.0,8463139.0,8671798.0,8877905.0,9079151.0
721,"Population ages 00-14, total",Burundi,BDI,3916196.0,4046742.0,4183302.0,4325978.0,4473613.0,4624917.0,4778516.0,4932298.0,5084985.0,5234957.0
722,"Population ages 00-14, total",Cabo Verde,CPV,159192.0,157534.0,156801.0,156776.0,156989.0,157109.0,157100.0,156859.0,156483.0,156217.0
723,"Population ages 00-14, total",Cambodia,KHM,4769772.0,4787157.0,4803021.0,4825072.0,4859074.0,4905112.0,4948930.0,5006532.0,5070166.0,5127182.0
724,"Population ages 00-14, total",Cameroon,CMR,8887234.0,9124138.0,9363031.0,9602253.0,9838320.0,10068780.0,10303610.0,10530818.0,10750090.0,10961789.0
725,"Population ages 00-14, total",Canada,CAN,5606922.0,5636891.0,5657280.0,5671952.0,5691799.0,5709424.0,5740699.0,5799752.0,5882337.0,5957010.0
726,"Population ages 00-14, total",Central African Republic,CAF,1932637.0,1962905.0,1984051.0,1999096.0,2013367.0,2031129.0,2039895.0,2051951.0,2066939.0,2084083.0
727,"Population ages 00-14, total",Chad,TCD,5828680.0,6016475.0,6203822.0,6389882.0,6572613.0,6750218.0,6936977.0,7118031.0,7294080.0,7466481.0
728,"Population ages 00-14, total",Chile,CHL,3767708.0,3744614.0,3722953.0,3706348.0,3697241.0,3695765.0,3696329.0,3698556.0,3699741.0,3694561.0
729,"Population ages 00-14, total",China,CHN,249615182.0,248963911.0,248760149.0,248656195.0,248778057.0,249117662.0,249727483.0,250444126.0,250771444.0,250642076.0
730,"Population ages 00-14, total",Colombia,COL,12331562.0,12163555.0,12013044.0,11879711.0,11760146.0,11656662.0,11584059.0,11521649.0,11460727.0,11387177.0
731,"Population ages 00-14, total",Comoros,COM,283080.0,288831.0,294660.0,300544.0,306376.0,312077.0,318053.0,323704.0,329087.0,334280.0
732,"Population ages 00-14, total","Congo, Dem. Rep.",COD,29790152.0,30883280.0,31987779.0,33102007.0,34219746.0,35334812.0,36515648.0,37674170.0,38810574.0,39924875.0
733,"Population ages 00-14, total","Congo, Rep.",COG,1779358.0,1839176.0,1894289.0,1945992.0,1996470.0,2047076.0,2095786.0,2143643.0,2190230.0,2234913.0
734,"Population ages 00-14, total",Costa Rica,CRI,1112649.0,1104571.0,1095757.0,1087059.0,1079599.0,1073771.0,1070535.0,1068070.0,1066118.0,1063957.0
735,"Population ages 00-14, total",Cote d'Ivoire,CIV,8956696.0,9131421.0,9314150.0,9502696.0,9693489.0,9885344.0,10096345.0,10304486.0,10513274.0,10727584.0
736,"Population ages 00-14, total",Croatia,HRV,663326.0,660206.0,650045.0,635970.0,622675.0,611245.0,602421.0,595501.0,593225.0,591991.0
737,"Population ages 00-14, total",Cuba,CUB,1991584.0,1965817.0,1944748.0,1926368.0,1908240.0,1888391.0,1878620.0,1860352.0,1838054.0,1818157.0
738,"Population ages 00-14, total",Cyprus,CYP,198453.0,198146.0,197453.0,196773.0,196347.0,196155.0,197443.0,198619.0,199651.0,200247.0
739,"Population ages 00-14, total",Czech Republic,CZE,1491710.0,1509172.0,1526840.0,1545218.0,1567597.0,1593951.0,1606738.0,1629994.0,1656845.0,1677933.0
740,"Population ages 00-14, total",Denmark,DNK,995794.0,992145.0,982348.0,970533.0,961230.0,957278.0,950693.0,950743.0,953532.0,953621.0
741,"Population ages 00-14, total",Djibouti,DJI,273600.0,273647.0,274695.0,276437.0,278137.0,279299.0,281825.0,283060.0,283593.0,284327.0
742,"Population ages 00-14, total",Dominican Republic,DOM,2967710.0,2963577.0,2961567.0,2961447.0,2962491.0,2964046.0,2966847.0,2970019.0,2973171.0,2975625.0
743,"Population ages 00-14, total",Ecuador,ECU,4659040.0,4669193.0,4676228.0,4682804.0,4693421.0,4711021.0,4734092.0,4760596.0,4788505.0,4813714.0
744,"Population ages 00-14, total","Egypt, Arab Rep.",EGY,26943890.0,27520562.0,28266115.0,29119814.0,29983715.0,30795829.0,31777147.0,32574004.0,33265918.0,33966135.0
745,"Population ages 00-14, total",El Salvador,SLV,1956622.0,1924124.0,1887763.0,1851048.0,1819163.0,1794547.0,1770286.0,1753260.0,1742080.0,1733323.0
746,"Population ages 00-14, total",Equatorial Guinea,GNQ,363324.0,378544.0,393292.0,408213.0,423409.0,438541.0,455063.0,470540.0,485844.0,501128.0
747,"Population ages 00-14, total",Estonia,EST,201494.0,203654.0,205397.0,207042.0,209082.0,212181.0,212246.0,213705.0,216237.0,218451.0
748,"Population ages 00-14, total",Eswatini,SWZ,427940.0,428983.0,429177.0,429184.0,429899.0,431664.0,430511.0,431301.0,433062.0,434355.0
749,"Population ages 00-14, total",Ethiopia,ETH,39378224.0,40027759.0,40670322.0,41302714.0,41921504.0,42527396.0,43224175.0,43890819.0,44544971.0,45208570.0
750,"Population ages 00-14, total",Fiji,FJI,249350.0,250746.0,251999.0,253674.0,256117.0,259266.0,259499.0,260178.0,260741.0,260701.0
751,"Population ages 00-14, total",Finland,FIN,886165.0,888376.0,891049.0,894254.0,897097.0,898350.0,897595.0,895149.0,890492.0,884359.0
752,"Population ages 00-14, total",France,FRA,12015680.0,12080462.0,12138463.0,12188809.0,12218166.0,12213213.0,12174167.0,12118737.0,12049134.0,11971760.0
753,"Population ages 00-14, total",Gabon,GAB,607969.0,625219.0,644378.0,665157.0,686592.0,707651.0,734656.0,760308.0,784680.0,807755.0
754,"Population ages 00-14, total","Gambia, The",GMB,809545.0,832478.0,855752.0,879473.0,903669.0,928286.0,955363.0,982436.0,1009368.0,1035971.0
755,"Population ages 00-14, total",Georgia,GEO,679901.0,679725.0,680739.0,685890.0,695082.0,706549.0,717565.0,728046.0,737679.0,745201.0
756,"Population ages 00-14, total",Germany,DEU,11095807.0,10844585.0,10798616.0,10750923.0,10731881.0,10796469.0,10964972.0,11117936.0,11292622.0,11466404.0
757,"Population ages 00-14, total",Ghana,GHA,9735034.0,9922520.0,10104932.0,10283492.0,10460258.0,10636089.0,10829606.0,11013747.0,11191260.0,11365594.0
758,"Population ages 00-14, total",Greece,GRC,1674313.0,1671338.0,1652358.0,1624733.0,1598531.0,1575504.0,1546920.0,1527681.0,1510250.0,1489935.0
759,"Population ages 00-14, total",Grenada,GRD,25461.0,25433.0,25313.0,25224.0,25275.0,25473.0,25617.0,25905.0,26259.0,26564.0
760,"Population ages 00-14, total",Guatemala,GTM,5613469.0,5616824.0,5625926.0,5637286.0,5643141.0,5640337.0,5644136.0,5638784.0,5629137.0,5622012.0
761,"Population ages 00-14, total",Guinea,GIN,4706227.0,4792527.0,4876340.0,4960593.0,5050070.0,5148302.0,5240546.0,5339679.0,5443689.0,5549105.0
762,"Population ages 00-14, total",Guinea-Bissau,GNB,656938.0,673429.0,690193.0,707224.0,724359.0,741396.0,759288.0,776707.0,793564.0,809737.0
763,"Population ages 00-14, total",Guyana,GUY,241441.0,237080.0,233378.0,230288.0,227578.0,225106.0,223398.0,221521.0,219793.0,218629.0
764,"Population ages 00-14, total",Haiti,HTI,3608360.0,3625809.0,3641560.0,3655390.0,3667105.0,3676553.0,3685870.0,3692760.0,3697596.0,3700889.0
765,"Population ages 00-14, total",Honduras,HND,3125792.0,3126647.0,3118414.0,3103704.0,3087487.0,3073075.0,3059403.0,3049824.0,3043164.0,3036833.0
766,"Population ages 00-14, total",Hungary,HUN,1485993.0,1467689.0,1448884.0,1436939.0,1428024.0,1422182.0,1410375.0,1406752.0,1408854.0,1410290.0
767,"Population ages 00-14, total",Iceland,ISL,66144.0,66176.0,66220.0,66482.0,66858.0,67198.0,67572.0,68644.0,69953.0,70840.0
768,"Population ages 00-14, total",India,IND,380285233.0,380043059.0,378832737.0,376920173.0,374758022.0,372623066.0,369969885.0,367850970.0,365934400.0,363716695.0
769,"Population ages 00-14, total",Indonesia,IDN,69716216.0,69917357.0,70249118.0,70600834.0,70843582.0,70928717.0,71228822.0,71230548.0,71069736.0,70944816.0
770,"Population ages 00-14, total",Iran,IRN,17735659.0,17771744.0,17899328.0,18112415.0,18398378.0,18744296.0,19121494.0,19561678.0,20021875.0,20442137.0
771,"Population ages 00-14, total",Iraq,IRQ,12434038.0,12678202.0,13000840.0,13363996.0,13706095.0,13983683.0,14315215.0,14560894.0,14753341.0,14945946.0
772,"Population ages 00-14, total",Ireland,IRL,947864.0,965520.0,980882.0,995438.0,1011187.0,1028445.0,1034539.0,1038553.0,1041918.0,1043631.0
773,"Population ages 00-14, total",Israel,ISR,2078457.0,2129027.0,2179403.0,2230054.0,2281902.0,2334787.0,2386758.0,2434901.0,2480544.0,2524760.0
774,"Population ages 00-14, total",Italy,ITA,8345544.0,8351741.0,8346070.0,8397465.0,8413319.0,8329425.0,8248168.0,8157364.0,8053687.0,7864324.0
775,"Population ages 00-14, total",Jamaica,JAM,759217.0,747936.0,737185.0,727318.0,718653.0,711162.0,706330.0,701419.0,697030.0,693766.0
776,"Population ages 00-14, total",Japan,JPN,17103469.0,17009491.0,16901251.0,16779297.0,16649583.0,16514831.0,16400528.0,16246827.0,16065209.0,15875329.0
777,"Population ages 00-14, total",Jordan,JOR,2721450.0,2859831.0,3001705.0,3137427.0,3252332.0,3333810.0,3388133.0,3413910.0,3412673.0,3390356.0
778,"Population ages 00-14, total",Kazakhstan,KAZ,3926224.0,4041472.0,4173722.0,4328826.0,4502569.0,4683614.0,4859112.0,5035220.0,5201579.0,5346980.0
779,"Population ages 00-14, total",Kenya,KEN,18258696.0,18652467.0,18998206.0,19303072.0,19582398.0,19842337.0,20063033.0,20264239.0,20445078.0,20605512.0
780,"Population ages 00-14, total",Kiribati,KIR,37159.0,37918.0,38177.0,38189.0,38339.0,38831.0,39286.0,40120.0,41170.0,42149.0
781,"Population ages 00-14, total","Korea, Rep.",KOR,7979006.0,7798029.0,7589308.0,7378906.0,7197695.0,7030737.0,6913344.0,6792869.0,6695095.0,6591071.0
782,"Population ages 00-14, total",Kuwait,KWT,694627.0,726963.0,754778.0,777761.0,797208.0,813312.0,842698.0,868917.0,891131.0,907460.0
783,"Population ages 00-14, total",Kyrgyz Republic,KGZ,1628755.0,1657427.0,1701751.0,1757694.0,1816630.0,1876418.0,1940501.0,1994623.0,2045452.0,2098374.0
784,"Population ages 00-14, total",Lao PDR,LAO,2276694.0,2272200.0,2266212.0,2261111.0,2260455.0,2265852.0,2273213.0,2286361.0,2302325.0,2315949.0
785,"Population ages 00-14, total",Latvia,LVA,295529.0,292190.0,291825.0,292942.0,295175.0,298494.0,298410.0,302530.0,308266.0,312101.0
786,"Population ages 00-14, total",Lebanon,LBN,1278705.0,1347549.0,1450276.0,1575428.0,1696109.0,1785890.0,1812412.0,1813138.0,1790022.0,1753157.0
787,"Population ages 00-14, total",Lesotho,LSO,696201.0,694303.0,693406.0,692539.0,690688.0,687764.0,689435.0,689816.0,689768.0,690009.0
